	cellType	gene	log1p_FC	pct.inGroup	pct.outGroup	wilcox.p	wilcox.fdr	wilcox.bonferroni
1556	Ciliated	EFCAB1	0.875880724	0.986842105	0.22410148	1.96169E-60	5.82665E-59	2.73853E-57
1557	Ciliated	LRRC71	0.500519849	0.960526316	0.192389006	2.7129E-60	7.89003E-59	3.78721E-57
1558	Ciliated	C2orf73	0.365862887	0.947368421	0.175475687	3.53351E-60	1.00669E-58	4.93277E-57
1559	Ciliated	CAPSL	0.908800872	0.973684211	0.207188161	3.60634E-60	1.00689E-58	5.03445E-57
1561	Ciliated	FRMPD2	0.764992633	0.986842105	0.221987315	4.38844E-60	1.17813E-58	6.12626E-57
1562	Ciliated	FBXO15	0.329209763	0.947368421	0.175475687	8.02787E-60	2.11451E-58	1.12069E-56
1563	Ciliated	CCDC78	1.055330877	0.973684211	0.21987315	1.11016E-59	2.86997E-58	1.54978E-56
1564	Ciliated	DYNLRB2	0.994809944	0.986842105	0.234672304	1.39185E-59	3.53276E-58	1.94302E-56
1565	Ciliated	ENSG00000226690	0.550490715	0.960526316	0.200845666	2.33196E-59	5.81323E-58	3.25541E-56
1566	Ciliated	FAM92B	0.928048756	0.986842105	0.23255814	5.81436E-59	1.42401E-57	8.11685E-56
1567	Ciliated	CCDC17	0.764859039	0.960526316	0.207188161	1.79425E-58	4.31857E-57	2.50477E-55
1568	Ciliated	ERICH3	1.490583232	0.986842105	0.238900634	4.25675E-58	1.00719E-56	5.94243E-55
1569	Ciliated	VNN3	0.564690429	0.973684211	0.22410148	4.57759E-58	1.06505E-56	6.39032E-55
1570	Ciliated	SPEF1	0.516685206	0.960526316	0.21564482	6.12956E-58	1.40276E-56	8.55686E-55
1571	Ciliated	C7orf57	0.570731283	0.973684211	0.236786469	1.00864E-57	2.27106E-56	1.40805E-54
1572	Ciliated	CD164L2	0.590439273	0.973684211	0.236786469	2.93266E-57	6.4984E-56	4.09399E-54
1573	Ciliated	UBXN10	0.374097494	0.960526316	0.221987315	4.8952E-57	1.06777E-55	6.8337E-54
1574	Ciliated	C20orf85	1.66882446	0.986842105	0.264270613	5.02346E-57	1.07888E-55	7.01275E-54
1575	Ciliated	EFHB	0.481222017	0.986842105	0.262156448	7.13069E-57	1.48763E-55	9.95445E-54
1576	Ciliated	RSPH4A	0.427567769	0.947368421	0.209302326	7.13979E-57	1.48763E-55	9.96715E-54
1577	Ciliated	TEKT2	0.720994676	0.973684211	0.245243129	7.31982E-57	1.50272E-55	1.02185E-53
1578	Ciliated	C9orf135	0.932187192	0.986842105	0.270613108	1.91009E-56	3.86446E-55	2.66648E-53
1579	Ciliated	TEKT1	1.133234822	0.973684211	0.253699789	2.39682E-56	4.77995E-55	3.34597E-53
1580	Ciliated	CCDC151	0.329361096	0.973684211	0.21987315	2.56521E-56	5.04372E-55	3.58104E-53
1581	Ciliated	MYB	0.423119759	0.986842105	0.255813953	3.01574E-56	5.84718E-55	4.20997E-53
1582	Ciliated	ZMYND10	0.823059533	0.986842105	0.266384778	3.09535E-56	5.91933E-55	4.32111E-53
1584	Ciliated	C1orf87	0.650494585	0.947368421	0.213530655	5.58792E-56	1.0401E-54	7.80074E-53
1585	Ciliated	ENSG00000247311	0.419274514	0.947368421	0.221987315	1.01312E-55	1.86095E-54	1.41432E-52
1586	Ciliated	SNTN	1.39776984	0.986842105	0.285412262	1.27104E-55	2.30438E-54	1.77437E-52
1587	Ciliated	ZBBX	1.478631779	0.986842105	0.289640592	1.56187E-55	2.79535E-54	2.18037E-52
1589	Ciliated	EFCAB12	0.325500084	0.947368421	0.221987315	2.12319E-55	3.70497E-54	2.96398E-52
1590	Ciliated	CCDC190	0.633406349	0.960526316	0.226215645	2.43309E-55	4.19333E-54	3.3966E-52
1591	Ciliated	CATIP	0.315441925	0.960526316	0.22832981	2.7821E-55	4.73635E-54	3.88381E-52
1592	Ciliated	PPP1R32	0.37059249	0.934210526	0.198731501	3.67061E-55	6.1737E-54	5.12417E-52
1593	Ciliated	MORN5	0.920706422	0.986842105	0.279069767	4.2434E-55	7.05212E-54	5.92378E-52
1594	Ciliated	AKAP14	0.519419397	0.973684211	0.270613108	7.58217E-55	1.24526E-53	1.05847E-51
1595	Ciliated	C6	0.602720731	0.947368421	0.230443975	8.26939E-55	1.34233E-53	1.15441E-51
1596	Ciliated	TMEM212	0.770302007	0.973684211	0.251585624	8.49751E-55	1.36351E-53	1.18625E-51
1597	Ciliated	FOXJ1	0.842406088	0.986842105	0.287526427	1.43287E-54	2.27306E-53	2.00029E-51
1598	Ciliated	CROCC2	0.84010843	0.960526316	0.241014799	1.67858E-54	2.63291E-53	2.34329E-51
1599	Ciliated	ENSG00000282840	0.35325861	0.934210526	0.213530655	2.61211E-54	4.05167E-53	3.6465E-51
1600	Ciliated	MYCBPAP	0.326536113	0.947368421	0.21987315	5.84496E-54	8.96655E-53	8.15956E-51
1601	Ciliated	TTC29	1.591480962	0.986842105	0.304439746	9.05505E-54	1.37401E-52	1.26409E-50
1602	Ciliated	TRIP13	0.320969245	0.947368421	0.21564482	1.49337E-53	2.24167E-52	2.08475E-50
1603	Ciliated	ARMC4	1.325906184	0.986842105	0.32346723	5.64523E-53	8.38377E-52	7.88075E-50
1604	Ciliated	LINC02066	0.666248092	0.973684211	0.274841438	7.35457E-53	1.08073E-51	1.0267E-49
1605	Ciliated	CCDC114	0.533773728	0.973684211	0.291754757	7.87198E-53	1.14472E-51	1.09893E-49
1606	Ciliated	USP2-AS1	0.521202501	0.986842105	0.312896406	1.00591E-52	1.44768E-51	1.40425E-49
1607	Ciliated	CCDC74A	0.471078809	0.934210526	0.230443975	1.14019E-52	1.62419E-51	1.59171E-49
1608	Ciliated	C1orf194	1.660200539	0.986842105	0.329809725	1.16631E-52	1.64462E-51	1.62817E-49
1609	Ciliated	AADACL2	0.849618143	0.986842105	0.317124736	1.72371E-52	2.4063E-51	2.4063E-49
1610	Ciliated	CFAP65	0.568429377	0.973684211	0.289640592	2.04157E-52	2.82182E-51	2.85003E-49
1611	Ciliated	SPA17	0.338938425	0.960526316	0.255813953	2.14482E-52	2.93545E-51	2.99416E-49
1612	Ciliated	C5orf49	1.165439031	0.986842105	0.329809725	2.45506E-52	3.32744E-51	3.42727E-49
1613	Ciliated	CCDC33	0.466639436	0.986842105	0.295983087	3.05109E-52	4.0955E-51	4.25932E-49
1614	Ciliated	ENSG00000224479	1.026800284	0.973684211	0.298097252	4.24814E-52	5.648E-51	5.9304E-49
1615	Ciliated	FAM183A	1.704836063	0.986842105	0.342494715	5.55919E-52	7.32134E-51	7.76062E-49
1616	Ciliated	DNAI1	1.390430386	0.973684211	0.308668076	5.70271E-52	7.44017E-51	7.96098E-49
1617	Ciliated	DNAI2	1.496061893	0.973684211	0.317124736	5.85751E-52	7.57137E-51	8.17708E-49
1618	Ciliated	CABCOCO1	1.101400904	1	0.384778013	7.16241E-52	9.17315E-51	9.99873E-49
1619	Ciliated	ALS2CR12	0.310242083	0.960526316	0.270613108	8.85414E-52	1.12367E-50	1.23604E-48
1620	Ciliated	SAXO2	1.459278806	0.986842105	0.342494715	9.77298E-52	1.22911E-50	1.36431E-48
1621	Ciliated	CFAP74	0.812368329	1	0.378435518	1.10784E-51	1.38084E-50	1.54654E-48
1622	Ciliated	IL5RA	0.329092439	0.934210526	0.234672304	1.13107E-51	1.39732E-50	1.57897E-48
1623	Ciliated	DNAAF1	1.682058652	0.973684211	0.32346723	1.38898E-51	1.7009E-50	1.93902E-48
1624	Ciliated	CCDC113	0.574620609	0.986842105	0.321353066	1.57499E-51	1.91191E-50	2.19869E-48
1625	Ciliated	CCDC153	0.57601488	0.960526316	0.287526427	1.8926E-51	2.27765E-50	2.64207E-48
1626	Ciliated	FAM81B	0.639063584	0.986842105	0.334038055	2.29476E-51	2.73802E-50	3.20349E-48
1627	Ciliated	ARMC3	1.587989995	0.986842105	0.353065539	6.46959E-51	7.65385E-50	9.03154E-48
1628	Ciliated	PIH1D2	0.402551083	0.947368421	0.270613108	7.05358E-51	8.27462E-50	9.8468E-48
1629	Ciliated	GSTA2	0.461962195	0.947368421	0.230443975	8.43889E-51	9.81724E-50	1.17807E-47
1630	Ciliated	ENSG00000260092	0.8693116	0.973684211	0.334038055	1.03278E-50	1.19154E-49	1.44176E-47
1631	Ciliated	CFAP46	1.073199022	0.986842105	0.357293869	1.04183E-50	1.19212E-49	1.45439E-47
1632	Ciliated	MNS1	0.571677845	0.986842105	0.353065539	1.17171E-50	1.32985E-49	1.63571E-47
1633	Ciliated	STMND1	0.655553739	0.960526316	0.302325581	1.21143E-50	1.36384E-49	1.69116E-47
1634	Ciliated	NAT1	0.603982271	0.986842105	0.348837209	1.32611E-50	1.481E-49	1.85125E-47
1635	Ciliated	KIF6	0.985865064	0.986842105	0.369978858	1.96033E-50	2.17193E-49	2.73663E-47
1636	Ciliated	C9orf116	1.024396609	0.973684211	0.34038055	2.62187E-50	2.88199E-49	3.66013E-47
1637	Ciliated	CERKL	0.43961974	0.947368421	0.270613108	2.77945E-50	3.03134E-49	3.88011E-47
1638	Ciliated	ADGB	1.421580154	0.986842105	0.374207188	3.04772E-50	3.29815E-49	4.25461E-47
1639	Ciliated	RSPH14	0.416249894	0.947368421	0.268498943	3.1144E-50	3.34439E-49	4.34771E-47
1640	Ciliated	LINC02345	0.934929901	0.973684211	0.338266385	3.6219E-50	3.85967E-49	5.05617E-47
1641	Ciliated	OMG	0.890509364	0.973684211	0.329809725	4.37156E-50	4.62326E-49	6.1027E-47
1642	Ciliated	VWA3A	1.422317356	0.986842105	0.365750529	4.42639E-50	4.64604E-49	6.17924E-47
1643	Ciliated	DZANK1	0.57942676	1	0.405919662	4.4879E-50	4.67546E-49	6.26511E-47
1644	Ciliated	ENSG00000181123	0.673260466	0.973684211	0.310782241	4.67454E-50	4.83382E-49	6.52565E-47
1645	Ciliated	ROPN1L	0.947332924	0.960526316	0.312896406	5.15799E-50	5.29452E-49	7.20055E-47
1646	Ciliated	TTLL9	0.61555618	0.973684211	0.315010571	5.30634E-50	5.40704E-49	7.40765E-47
1647	Ciliated	VWA3B	1.357676714	0.986842105	0.367864693	7.60798E-50	7.69618E-49	1.06207E-46
1648	Ciliated	DRC1	0.807731214	0.960526316	0.329809725	1.79058E-49	1.79831E-48	2.49965E-46
1649	Ciliated	CFAP58	0.514372364	0.973684211	0.321353066	1.85723E-49	1.85193E-48	2.5927E-46
1650	Ciliated	WDR93	0.505417971	0.960526316	0.302325581	2.09849E-49	2.06877E-48	2.92949E-46
1651	Ciliated	ENSG00000263011	0.402741624	0.973684211	0.32769556	2.10434E-49	2.06877E-48	2.93766E-46
1652	Ciliated	SPEF2	1.338615235	0.986842105	0.399577167	2.90192E-49	2.81789E-48	4.05108E-46
1653	Ciliated	ENSG00000277639	0.987990442	0.986842105	0.401691332	2.91918E-49	2.81789E-48	4.07517E-46
1654	Ciliated	CHST6	0.545488946	0.986842105	0.357293869	2.9269E-49	2.81789E-48	4.08595E-46
1655	Ciliated	CENPM	0.422548294	0.934210526	0.270613108	3.36103E-49	3.2137E-48	4.692E-46
1656	Ciliated	CFAP53	0.879141477	0.986842105	0.386892178	3.48479E-49	3.30936E-48	4.86477E-46
1657	Ciliated	CFAP61	1.064802386	0.986842105	0.403805497	4.15156E-49	3.91593E-48	5.79558E-46
1658	Ciliated	LMNTD1	1.704693987	0.986842105	0.389006342	4.48372E-49	4.20085E-48	6.25927E-46
1659	Ciliated	CFAP52	1.229391735	0.986842105	0.393234672	4.95152E-49	4.60821E-48	6.91232E-46
1660	Ciliated	DOC2A	0.471461809	0.934210526	0.262156448	5.0296E-49	4.64988E-48	7.02132E-46
1661	Ciliated	ALOX15	0.460379729	0.960526316	0.245243129	6.79966E-49	6.24495E-48	9.49233E-46
1663	Ciliated	MORN3	0.49600694	0.986842105	0.382663848	7.98071E-49	7.23446E-48	1.11411E-45
1665	Ciliated	CTXN1	0.376041282	0.960526316	0.291754757	1.24476E-48	1.1139E-47	1.73769E-45
1666	Ciliated	CFAP100	0.88605923	0.986842105	0.412262156	1.31034E-48	1.16511E-47	1.82923E-45
1667	Ciliated	IQUB	0.454937358	0.960526316	0.317124736	1.35629E-48	1.19251E-47	1.89338E-45
1669	Ciliated	ENSG00000234459	0.301492428	0.973684211	0.300211416	1.45038E-48	1.26546E-47	2.02474E-45
1670	Ciliated	DNAH10	1.246616595	0.986842105	0.408033827	1.54352E-48	1.33836E-47	2.15476E-45
1672	Ciliated	ZNF473	0.399845828	0.960526316	0.310782241	1.66172E-48	1.42316E-47	2.31976E-45
1673	Ciliated	MROH9	0.81451603	0.973684211	0.355179704	1.67195E-48	1.4232E-47	2.33404E-45
1674	Ciliated	RSPH10B	0.477824155	0.960526316	0.33615222	1.70429E-48	1.43529E-47	2.37919E-45
1675	Ciliated	MAATS1	0.807417455	0.973684211	0.367864693	1.70672E-48	1.43529E-47	2.38258E-45
1676	Ciliated	ENSG00000255308	0.77088794	0.947368421	0.306553911	2.64621E-48	2.21204E-47	3.69411E-45
1677	Ciliated	MAP3K19	0.913365708	0.986842105	0.427061311	3.05878E-48	2.53014E-47	4.27006E-45
1678	Ciliated	CCDC13	0.481313496	0.986842105	0.378435518	3.06299E-48	2.53014E-47	4.27593E-45
1679	Ciliated	ENSG00000257698	0.499366554	0.960526316	0.32346723	3.1597E-48	2.59467E-47	4.41094E-45
1680	Ciliated	CCDC170	1.39265694	0.986842105	0.43551797	3.32048E-48	2.71075E-47	4.63539E-45
1681	Ciliated	DRC3	1.099509981	0.986842105	0.412262156	4.41448E-48	3.58292E-47	6.16262E-45
1682	Ciliated	ENSG00000282804	0.339099255	0.947368421	0.310782241	5.45848E-48	4.40465E-47	7.62004E-45
1683	Ciliated	ENSG00000253379	0.608729982	0.960526316	0.325581395	5.70438E-48	4.57662E-47	7.96331E-45
1684	Ciliated	CLEC19A	0.994167808	0.986842105	0.405919662	5.8174E-48	4.64062E-47	8.12109E-45
1685	Ciliated	C20orf96	0.551075617	0.986842105	0.403805497	6.10686E-48	4.84385E-47	8.52518E-45
1686	Ciliated	ENSG00000259641	0.461662201	0.947368421	0.287526427	6.83773E-48	5.39292E-47	9.54547E-45
1687	Ciliated	RSPH9	1.085752244	0.986842105	0.437632135	6.9046E-48	5.41507E-47	9.63882E-45
1688	Ciliated	ENSG00000258752	0.796152779	0.973684211	0.359408034	7.35036E-48	5.73246E-47	1.02611E-44
1689	Ciliated	PIFO	1.240660098	0.973684211	0.397463002	9.12649E-48	7.07142E-47	1.27406E-44
1690	Ciliated	RGS22	0.971068339	0.973684211	0.391120507	9.16853E-48	7.07142E-47	1.27993E-44
1691	Ciliated	MAPK15	0.576986668	0.960526316	0.344608879	9.51272E-48	7.29657E-47	1.32798E-44
1692	Ciliated	C21orf58	0.626570571	0.973684211	0.395348837	1.03078E-47	7.86321E-47	1.43897E-44
1694	Ciliated	C9orf24	1.788571811	0.986842105	0.44820296	1.23481E-47	9.3178E-47	1.72379E-44
1695	Ciliated	LRRC6	0.811257025	0.986842105	0.446088795	1.29851E-47	9.74583E-47	1.81272E-44
1696	Ciliated	SPAG17	1.818163877	0.986842105	0.422832981	1.46813E-47	1.09599E-46	2.0495E-44
1697	Ciliated	RSPH1	2.32285769	0.986842105	0.465116279	2.13636E-47	1.58636E-46	2.98236E-44
1698	Ciliated	ENSG00000281883	0.648463646	0.960526316	0.353065539	2.2621E-47	1.67084E-46	3.1579E-44
1699	Ciliated	SPAG6	1.226369541	0.986842105	0.45243129	2.73367E-47	2.00853E-46	3.81621E-44
1700	Ciliated	PTRH1	1.222928552	0.973684211	0.405919662	2.77661E-47	2.0294E-46	3.87615E-44
1701	Ciliated	DCDC1	2.059572354	1	0.528541226	2.80672E-47	2.04072E-46	3.91819E-44
1702	Ciliated	SLC27A2	0.306784917	0.947368421	0.300211416	2.88006E-47	2.08319E-46	4.02056E-44
1703	Ciliated	ENSG00000249001	0.357754504	0.960526316	0.306553911	3.21335E-47	2.31228E-46	4.48583E-44
1704	Ciliated	AK7	0.925269312	0.986842105	0.460887949	3.24071E-47	2.32001E-46	4.52403E-44
1705	Ciliated	FABP6	0.989064088	0.973684211	0.401691332	3.32506E-47	2.36826E-46	4.64178E-44
1706	Ciliated	WDR63	0.724433589	0.986842105	0.391120507	4.20611E-47	2.98057E-46	5.87173E-44
1707	Ciliated	CFAP43	1.96014282	1	0.545454545	4.97391E-47	3.50686E-46	6.94358E-44
1708	Ciliated	WDR78	1.240614454	0.986842105	0.450317125	5.42947E-47	3.80882E-46	7.57955E-44
1709	Ciliated	KLHL32	0.895476134	0.973684211	0.414376321	6.25177E-47	4.36374E-46	8.72747E-44
1710	Ciliated	FAM227A	1.198330961	1	0.524312896	7.15306E-47	4.96799E-46	9.98567E-44
1714	Ciliated	CASC2	1.065252823	0.986842105	0.469344609	1.00722E-46	6.85894E-46	1.40608E-43
1715	Ciliated	TTC23L	0.557111247	0.973684211	0.408033827	1.55804E-46	1.05584E-45	2.17502E-43
1716	Ciliated	FHAD1	1.356308645	0.986842105	0.469344609	1.63454E-46	1.10233E-45	2.28181E-43
1717	Ciliated	WDR54	0.749062787	0.973684211	0.399577167	1.73868E-46	1.16692E-45	2.4272E-43
1718	Ciliated	SLFN13	0.387439664	0.947368421	0.33192389	1.79767E-46	1.20074E-45	2.50955E-43
1719	Ciliated	ENKUR	0.621492476	0.973684211	0.401691332	1.8391E-46	1.22256E-45	2.56738E-43
1720	Ciliated	ENSG00000231064	0.378895189	0.960526316	0.33615222	1.87793E-46	1.24246E-45	2.62159E-43
1721	Ciliated	SPATA18	0.924617406	0.973684211	0.418604651	2.05037E-46	1.35015E-45	2.86232E-43
1722	Ciliated	SPACA9	0.510048375	0.960526316	0.374207188	2.11021E-46	1.38303E-45	2.94586E-43
1723	Ciliated	TOGARAM2	0.975423058	0.973684211	0.405919662	2.73515E-46	1.78424E-45	3.81827E-43
1724	Ciliated	HHLA2	0.493861322	0.960526316	0.306553911	3.20965E-46	2.08404E-45	4.48068E-43
1725	Ciliated	CFAP77	0.945773604	0.986842105	0.44397463	3.22964E-46	2.08731E-45	4.50858E-43
1726	Ciliated	DZIP1L	0.424728731	0.960526316	0.33615222	3.41344E-46	2.19593E-45	4.76516E-43
1727	Ciliated	ENSG00000259925	1.532686951	1	0.55602537	3.46203E-46	2.21697E-45	4.833E-43
1728	Ciliated	ENSG00000232855	0.654852066	0.986842105	0.429175476	4.14852E-46	2.64444E-45	5.79133E-43
1729	Ciliated	ARL6	0.360673739	0.947368421	0.329809725	5.88086E-46	3.72345E-45	8.20969E-43
1730	Ciliated	CEP126	1.390808253	0.986842105	0.501057082	5.89458E-46	3.72345E-45	8.22884E-43
1731	Ciliated	ENSG00000267275	0.585851744	0.960526316	0.353065539	6.02625E-46	3.78948E-45	8.41265E-43
1732	Ciliated	ANKFN1	1.807415992	0.986842105	0.496828753	6.13421E-46	3.84007E-45	8.56335E-43
1733	Ciliated	NEK10	2.077508155	1	0.587737844	6.85266E-46	4.27068E-45	9.56631E-43
1734	Ciliated	AK8	1.053942881	0.986842105	0.477801268	7.14165E-46	4.431E-45	9.96975E-43
1735	Ciliated	ENSG00000159239	0.542160238	0.960526316	0.384778013	7.47124E-46	4.61498E-45	1.04299E-42
1736	Ciliated	CCDC157	0.314410521	0.960526316	0.355179704	7.88124E-46	4.84679E-45	1.10022E-42
1737	Ciliated	STRA6LP	0.441298918	0.960526316	0.378435518	8.88988E-46	5.4431E-45	1.24103E-42
1738	Ciliated	DLEC1	0.631716325	0.986842105	0.460887949	8.98418E-46	5.46424E-45	1.25419E-42
1739	Ciliated	CCDC81	0.406117346	0.960526316	0.329809725	9.02975E-46	5.46424E-45	1.26055E-42
1740	Ciliated	FANK1	1.495377525	1	0.602536998	9.04183E-46	5.46424E-45	1.26224E-42
1741	Ciliated	DNAH6	1.827734205	0.986842105	0.513742072	9.11121E-46	5.48244E-45	1.27193E-42
1742	Ciliated	NWD1	0.815892959	0.986842105	0.44397463	9.35852E-46	5.60708E-45	1.30645E-42
1743	Ciliated	CDHR3	2.20738093	1	0.602536998	9.6788E-46	5.77419E-45	1.35116E-42
1744	Ciliated	MARCH10	0.651485933	0.960526316	0.367864693	9.74158E-46	5.78691E-45	1.35992E-42
1745	Ciliated	CASC1	1.082331845	0.986842105	0.492600423	1.4009E-45	8.28669E-45	1.95566E-42
1746	Ciliated	C17orf97	0.341285538	0.947368421	0.334038055	1.41608E-45	8.34112E-45	1.97685E-42
1747	Ciliated	CFAP299	2.839443716	0.986842105	0.526427061	1.45194E-45	8.51644E-45	2.02691E-42
1748	Ciliated	CFAP54	2.089737673	0.986842105	0.534883721	1.53678E-45	8.97636E-45	2.14535E-42
1749	Ciliated	ZNF273	0.485903292	0.973684211	0.403805497	1.58785E-45	9.23601E-45	2.21664E-42
1750	Ciliated	SPATA17	1.551806013	0.986842105	0.515856237	1.7106E-45	9.90873E-45	2.388E-42
1751	Ciliated	CFAP47	1.788754884	0.986842105	0.501057082	1.8136E-45	1.04619E-44	2.53178E-42
1752	Ciliated	LRRIQ1	2.325433744	0.986842105	0.520084567	1.87414E-45	1.07667E-44	2.61631E-42
1753	Ciliated	TTLL10	0.37689863	0.960526316	0.353065539	1.90687E-45	1.09098E-44	2.662E-42
1754	Ciliated	DAW1	0.541901418	0.973684211	0.363636364	1.9951E-45	1.1368E-44	2.78516E-42
1755	Ciliated	NME5	0.698141078	0.973684211	0.441860465	2.48396E-45	1.40959E-44	3.4676E-42
1756	Ciliated	CFAP300	0.635937195	0.960526316	0.395348837	2.75454E-45	1.55682E-44	3.84534E-42
1757	Ciliated	IQCD	0.406928838	0.973684211	0.369978858	2.77042E-45	1.55948E-44	3.86751E-42
1758	Ciliated	SLC9C2	0.441144548	0.973684211	0.397463002	2.83703E-45	1.59056E-44	3.96049E-42
1759	Ciliated	CDCA7L	0.76658287	0.986842105	0.492600423	3.00705E-45	1.67914E-44	4.19785E-42
1760	Ciliated	DNAH3	1.918821604	0.986842105	0.543340381	3.10959E-45	1.72948E-44	4.34099E-42
1761	Ciliated	RNLS	1.950463693	1	0.617336152	3.31642E-45	1.83719E-44	4.62973E-42
1762	Ciliated	GON7	0.449989145	0.973684211	0.401691332	4.00786E-45	2.21145E-44	5.59497E-42
1764	Ciliated	EFHC2	0.703687335	0.973684211	0.418604651	4.32067E-45	2.36535E-44	6.03165E-42
1765	Ciliated	NME9	0.327106881	0.960526316	0.355179704	5.0378E-45	2.73802E-44	7.03276E-42
1766	Ciliated	AK9	1.073750283	1	0.600422833	5.04063E-45	2.73802E-44	7.03671E-42
1768	Ciliated	ENSG00000259867	0.765496218	0.986842105	0.490486258	5.83743E-45	3.14635E-44	8.14905E-42
1769	Ciliated	C4orf47	1.171326383	0.986842105	0.524312896	5.93205E-45	3.18506E-44	8.28114E-42
1770	Ciliated	DNAH7	2.119421387	1	0.684989429	6.43687E-45	3.44286E-44	8.98587E-42
1771	Ciliated	PSCA	0.38002583	0.934210526	0.234672304	6.4879E-45	3.45109E-44	9.05711E-42
1773	Ciliated	DNAH2	0.962506666	0.986842105	0.532769556	7.12088E-45	3.76543E-44	9.94075E-42
1774	Ciliated	NLRC3	0.686473655	0.960526316	0.393234672	8.42221E-45	4.43675E-44	1.17574E-41
1775	Ciliated	TMEM67	0.975241125	0.986842105	0.534883721	9.22946E-45	4.84373E-44	1.28843E-41
1776	Ciliated	DNAH1	0.415007114	0.973684211	0.399577167	9.38382E-45	4.90629E-44	1.30998E-41
1777	Ciliated	SPATA33	0.373259056	0.973684211	0.408033827	1.02861E-44	5.35799E-44	1.43594E-41
1778	Ciliated	ANKMY1	0.72170009	1	0.587737844	1.08332E-44	5.62197E-44	1.51231E-41
1779	Ciliated	CCDC173	1.124495831	0.986842105	0.522198732	1.17329E-44	6.06632E-44	1.63791E-41
1780	Ciliated	MOK	1.149293317	1	0.670190275	1.24151E-44	6.39537E-44	1.73314E-41
1781	Ciliated	DZIP3	0.832753833	0.986842105	0.520084567	1.60897E-44	8.25781E-44	2.24612E-41
1782	Ciliated	DNAH11	2.008068923	1	0.731501057	1.65187E-44	8.44692E-44	2.30601E-41
1783	Ciliated	KNDC1	0.33350489	0.960526316	0.344608879	1.66626E-44	8.48939E-44	2.32609E-41
1784	Ciliated	KIAA0319	0.896023981	0.986842105	0.503171247	1.68516E-44	8.55447E-44	2.35248E-41
1785	Ciliated	WDR66	1.293272845	0.986842105	0.568710359	1.70134E-44	8.60533E-44	2.37507E-41
1786	Ciliated	TTC25	0.790339264	0.973684211	0.463002114	1.82151E-44	9.17988E-44	2.54283E-41
1787	Ciliated	CFAP70	1.16911219	0.986842105	0.524312896	1.85262E-44	9.30307E-44	2.58625E-41
1788	Ciliated	HYDIN	2.50289923	0.986842105	0.600422833	1.88426E-44	9.42803E-44	2.63042E-41
1789	Ciliated	RAB36	0.359590896	0.934210526	0.32346723	1.95859E-44	9.76498E-44	2.73419E-41
1790	Ciliated	CDS1	0.937045517	1	0.680761099	2.05345E-44	1.02015E-43	2.86662E-41
1791	Ciliated	LCA5	0.447452308	0.986842105	0.460887949	2.10444E-44	1.04177E-43	2.93779E-41
1792	Ciliated	CHST9	0.514887215	0.973684211	0.338266385	2.18746E-44	1.07904E-43	3.05369E-41
1793	Ciliated	SPAG16	2.115527234	1	0.799154334	2.31995E-44	1.14037E-43	3.23865E-41
1794	Ciliated	CLUAP1	0.596881451	0.986842105	0.520084567	2.74425E-44	1.3442E-43	3.83098E-41
1795	Ciliated	DNAH9	2.378800725	0.986842105	0.581395349	2.78349E-44	1.35865E-43	3.88575E-41
1797	Ciliated	RPGRIP1L	0.549461152	0.960526316	0.408033827	3.11555E-44	1.51017E-43	4.3493E-41
1798	Ciliated	TTC26	0.667810673	0.973684211	0.44397463	3.56251E-44	1.72085E-43	4.97326E-41
1799	Ciliated	BBOF1	0.996145353	0.986842105	0.532769556	3.72921E-44	1.79516E-43	5.20597E-41
1800	Ciliated	NELL2	0.632274735	0.973684211	0.429175476	4.09077E-44	1.96245E-43	5.71072E-41
1801	Ciliated	AGBL2	0.449833138	0.973684211	0.397463002	4.18995E-44	2.00314E-43	5.84917E-41
1803	Ciliated	DNAH12	2.887246646	0.986842105	0.602536998	4.27744E-44	2.03106E-43	5.97131E-41
1804	Ciliated	SYNPR	0.478960156	0.960526316	0.393234672	4.40443E-44	2.08426E-43	6.14858E-41
1805	Ciliated	TSGA10	0.911469945	1	0.627906977	4.75427E-44	2.24222E-43	6.63697E-41
1806	Ciliated	MORN2	1.103244897	0.986842105	0.577167019	4.85378E-44	2.28017E-43	6.77587E-41
1807	Ciliated	ODF3B	0.952592107	0.986842105	0.558139535	4.8674E-44	2.28017E-43	6.7949E-41
1808	Ciliated	CFAP206	0.716011951	0.960526316	0.401691332	5.29293E-44	2.47121E-43	7.38892E-41
1809	Ciliated	ENSG00000187510	0.423255199	0.960526316	0.363636364	5.8198E-44	2.70815E-43	8.12445E-41
1810	Ciliated	EFCAB6	1.321593697	1	0.758985201	5.89468E-44	2.73388E-43	8.22898E-41
1811	Ciliated	MIPEP	0.843987526	1	0.642706131	6.868E-44	3.17474E-43	9.58773E-41
1812	Ciliated	CFAP221	1.230591131	0.986842105	0.558139535	7.0455E-44	3.24604E-43	9.83552E-41
1813	Ciliated	GSTA1	0.759910986	0.986842105	0.357293869	7.48301E-44	3.43628E-43	1.04463E-40
1814	Ciliated	STOX1	0.51868674	0.973684211	0.45243129	7.76577E-44	3.55443E-43	1.0841E-40
1815	Ciliated	HYDIN2	1.772978067	0.986842105	0.646934461	8.39152E-44	3.82829E-43	1.17146E-40
1816	Ciliated	TMEM232	2.240583195	0.986842105	0.575052854	9.04472E-44	4.11284E-43	1.26264E-40
