Transcript_stable_ID	Transcript_type	Pig190723_PCLS_200304_1_trans_rcount.tr	Pig190723_PCLS_200304_2_trans_rcount.tr	Pig190723_PCLS_200304_3_trans_rcount.tr	Pig190723_PCLS_200304_4_trans_rcount.tr
ENSSSCT00000091181	protein_coding	735.0	638.0	389.0	330.0
ENSSSCT00000091141	protein_coding	38.0	27.0	14.0	44.0
ENSSSCT00000070362	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000078359	protein_coding	0.0	1.0	0.0	0.0
ENSSSCT00000051242	protein_coding	81.0	74.0	111.0	131.0
ENSSSCT00000008703	protein_coding	82.0	85.0	119.0	152.0
ENSSSCT00000064617	protein_coding	272.0	230.0	371.0	468.0
ENSSSCT00000044655	protein_coding	12458.0	10764.0	8921.0	7942.0
ENSSSCT00000023340	protein_coding	14288.0	12237.0	10310.0	9254.0
ENSSSCT00000023415	protein_coding	13807.0	11830.0	9932.0	8950.0
ENSSSCT00000053324	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000008289	protein_coding	182.0	95.0	288.0	307.0
ENSSSCT00000090315	protein_coding	180.0	95.0	277.0	308.0
ENSSSCT00000074461	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000077312	protein_coding	5.0	6.0	4.0	16.0
ENSSSCT00000078117	protein_coding	3.0	5.0	4.0	11.0
ENSSSCT00000011263	protein_coding	0.0	0.0	8.0	0.0
ENSSSCT00000032725	protein_coding	68.0	53.0	64.0	45.0
ENSSSCT00000031391	protein_coding	68.0	53.0	64.0	45.0
ENSSSCT00000086156	protein_coding	66.0	52.0	64.0	45.0
ENSSSCT00000083881	protein_coding	24.0	13.0	17.0	2.0
ENSSSCT00000088273	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000079080	protein_coding	189.0	137.0	188.0	143.0
ENSSSCT00000010165	protein_coding	179.0	124.0	167.0	141.0
ENSSSCT00000041718	protein_coding	203.0	142.0	189.0	164.0
ENSSSCT00000076051	protein_coding	0.0	1.0	2.0	0.0
ENSSSCT00000031039	protein_coding	3.0	4.0	2.0	4.0
ENSSSCT00000043102	protein_coding	840.0	633.0	1032.0	968.0
ENSSSCT00000058611	protein_coding	896.0	679.0	1029.0	951.0
ENSSSCT00000062755	protein_coding	1051.0	773.0	1302.0	1133.0
ENSSSCT00000055752	protein_coding	8762.0	7750.0	7273.0	6020.0
ENSSSCT00000070151	protein_coding	8305.0	7385.0	6941.0	5742.0
ENSSSCT00000073398	protein_coding	8391.0	7406.0	6910.0	5756.0
ENSSSCT00000034163	protein_coding	1992.0	1782.0	1415.0	981.0
ENSSSCT00000005425	protein_coding	1938.0	1717.0	1381.0	962.0
ENSSSCT00000073118	protein_coding	2899.0	2693.0	2004.0	1492.0
ENSSSCT00000049658	protein_coding	2550.0	2330.0	1749.0	1262.0
ENSSSCT00000053114	protein_coding	1997.0	1877.0	1384.0	954.0
ENSSSCT00000054853	protein_coding	2611.0	2106.0	3167.0	2573.0
ENSSSCT00000078413	protein_coding	2414.0	1956.0	2915.0	2429.0
ENSSSCT00000044843	protein_coding	2829.0	2252.0	3407.0	2745.0
ENSSSCT00000022464	protein_coding	2470.0	1972.0	2894.0	2376.0
ENSSSCT00000087223	protein_coding	186.0	106.0	146.0	147.0
ENSSSCT00000027946	protein_coding	553.0	296.0	511.0	511.0
ENSSSCT00000086659	protein_coding	540.0	271.0	500.0	492.0
ENSSSCT00000002955	protein_coding	576.0	317.0	522.0	519.0
ENSSSCT00000038241	protein_coding	522.0	260.0	500.0	476.0
ENSSSCT00000042444	protein_coding	502.0	257.0	494.0	479.0
ENSSSCT00000077041	protein_coding	484.0	248.0	480.0	466.0
ENSSSCT00000068643	protein_coding	14.0	11.0	14.0	43.0
ENSSSCT00000013124	protein_coding	42.0	39.0	23.0	26.0
ENSSSCT00000080752	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000029697	protein_coding	45.0	39.0	90.0	110.0
ENSSSCT00000004358	protein_coding	85.0	64.0	135.0	163.0
ENSSSCT00000089619	protein_coding	125.0	84.0	199.0	218.0
ENSSSCT00000004917	protein_coding	256.0	160.0	175.0	133.0
ENSSSCT00000018085	protein_coding	1642.0	1272.0	1389.0	1236.0
ENSSSCT00000067156	protein_coding	1590.0	1219.0	1346.0	1211.0
ENSSSCT00000055766	protein_coding	1581.0	1225.0	1332.0	1195.0
ENSSSCT00000066495	protein_coding	1558.0	1215.0	1316.0	1171.0
ENSSSCT00000059705	protein_coding	1623.0	1253.0	1366.0	1225.0
ENSSSCT00000048177	protein_coding	1615.0	1237.0	1361.0	1224.0
ENSSSCT00000055343	protein_coding	1227.0	991.0	1004.0	952.0
ENSSSCT00000062279	protein_coding	20957.0	16400.0	22249.0	22020.0
ENSSSCT00000023703	protein_coding	20621.0	16320.0	22111.0	21870.0
ENSSSCT00000000584	protein_coding	849.0	621.0	616.0	593.0
ENSSSCT00000049881	protein_coding	875.0	633.0	632.0	612.0
ENSSSCT00000087037	protein_coding	3836.0	2772.0	3991.0	4301.0
ENSSSCT00000086396	protein_coding	4611.0	3331.0	4804.0	5238.0
ENSSSCT00000075419	protein_coding	4201.0	3013.0	4349.0	4779.0
ENSSSCT00000040334	protein_coding	4165.0	3033.0	4334.0	4796.0
ENSSSCT00000060718	protein_coding	3878.0	2842.0	4051.0	4442.0
ENSSSCT00000029351	protein_coding	23129.0	19369.0	19239.0	20533.0
ENSSSCT00000006810	protein_coding	2849.0	1856.0	2227.0	2520.0
ENSSSCT00000008705	protein_coding	147.0	70.0	208.0	229.0
ENSSSCT00000037534	protein_coding	160.0	71.0	216.0	247.0
ENSSSCT00000062748	protein_coding	153.0	72.0	203.0	227.0
ENSSSCT00000082054	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000075038	protein_coding	399.0	380.0	160.0	168.0
ENSSSCT00000081636	protein_coding	5.0	20.0	5.0	5.0
ENSSSCT00000013432	protein_coding	211.0	183.0	41.0	53.0
ENSSSCT00000007256	protein_coding	5239.0	4231.0	5418.0	5401.0
ENSSSCT00000048783	protein_coding	5044.0	4021.0	5121.0	5130.0
ENSSSCT00000046893	protein_coding	3520.0	2782.0	3605.0	3747.0
ENSSSCT00000065476	protein_coding	1340.0	849.0	1621.0	1774.0
ENSSSCT00000089389	protein_coding	1297.0	812.0	1590.0	1717.0
ENSSSCT00000080547	protein_coding	1197.0	711.0	1435.0	1561.0
ENSSSCT00000067218	protein_coding	1247.0	791.0	1536.0	1706.0
ENSSSCT00000028600	protein_coding	1186.0	749.0	1481.0	1605.0
ENSSSCT00000077432	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000018841	protein_coding	1.0	2.0	0.0	0.0
ENSSSCT00000063952	protein_coding	2128.0	1781.0	2795.0	1969.0
ENSSSCT00000050604	protein_coding	2096.0	1724.0	2688.0	1902.0
ENSSSCT00000041282	protein_coding	2076.0	1715.0	2652.0	1876.0
ENSSSCT00000010112	protein_coding	2213.0	1818.0	2956.0	2044.0
ENSSSCT00000058278	protein_coding	1353.0	1082.0	1756.0	1241.0
ENSSSCT00000043393	protein_coding	8869.0	7981.0	8076.0	6684.0
ENSSSCT00000011264	protein_coding	8460.0	7651.0	7627.0	6392.0
ENSSSCT00000083723	protein_coding	8896.0	8029.0	8095.0	6727.0
ENSSSCT00000070036	protein_coding	8058.0	7283.0	7266.0	6084.0
ENSSSCT00000069435	protein_coding	5907.0	5201.0	5375.0	4432.0
ENSSSCT00000091415	protein_coding	8363.0	7537.0	7645.0	6319.0
ENSSSCT00000081963	protein_coding	5900.0	5235.0	5571.0	4500.0
ENSSSCT00000087635	protein_coding	2112.0	1526.0	2202.0	2063.0
ENSSSCT00000002559	protein_coding	2128.0	1536.0	2237.0	2110.0
ENSSSCT00000090519	protein_coding	2128.0	1536.0	2237.0	2110.0
ENSSSCT00000083888	protein_coding	1741.0	1156.0	1709.0	1666.0
ENSSSCT00000042523	protein_coding	5768.0	4638.0	5961.0	6336.0
ENSSSCT00000075573	protein_coding	6900.0	5607.0	7168.0	7439.0
ENSSSCT00000008290	protein_coding	743.0	434.0	972.0	1195.0
ENSSSCT00000024640	protein_coding	742.0	434.0	972.0	1194.0
ENSSSCT00000086151	protein_coding	730.0	427.0	959.0	1159.0
ENSSSCT00000058847	protein_coding	164.0	145.0	192.0	126.0
ENSSSCT00000058221	protein_coding	156.0	145.0	185.0	125.0
ENSSSCT00000051818	protein_coding	156.0	145.0	184.0	125.0
ENSSSCT00000015165	protein_coding	177.0	148.0	202.0	143.0
ENSSSCT00000010760	protein_coding	590.0	511.0	584.0	493.0
ENSSSCT00000076345	protein_coding	588.0	496.0	576.0	476.0
ENSSSCT00000075508	protein_coding	422.0	378.0	409.0	373.0
ENSSSCT00000079679	protein_coding	3638.0	3180.0	2354.0	2385.0
ENSSSCT00000061868	protein_coding	3660.0	3186.0	2369.0	2391.0
ENSSSCT00000059358	protein_coding	3595.0	3128.0	2310.0	2372.0
ENSSSCT00000079584	protein_coding	3585.0	3117.0	2307.0	2360.0
ENSSSCT00000047188	protein_coding	3715.0	3238.0	2430.0	2425.0
ENSSSCT00000004548	protein_coding	2500.0	2205.0	1590.0	1573.0
ENSSSCT00000090598	protein_coding	2441.0	2154.0	1533.0	1558.0
ENSSSCT00000052624	protein_coding	2408.0	2129.0	1519.0	1540.0
ENSSSCT00000068952	protein_coding	603.0	631.0	333.0	382.0
ENSSSCT00000049673	protein_coding	4776.0	4280.0	2625.0	2588.0
ENSSSCT00000031947	protein_coding	4772.0	4278.0	2620.0	2586.0
ENSSSCT00000009658	protein_coding	4774.0	4280.0	2625.0	2588.0
ENSSSCT00000064649	protein_coding	4758.0	4254.0	2620.0	2586.0
ENSSSCT00000009659	protein_coding	4756.0	4267.0	2624.0	2588.0
ENSSSCT00000037122	protein_coding	4662.0	4181.0	2524.0	2505.0
ENSSSCT00000023196	protein_coding	1898.0	1311.0	879.0	1079.0
ENSSSCT00000079071	protein_coding	2348.0	1641.0	886.0	1139.0
ENSSSCT00000091073	protein_coding	1814.0	1383.0	663.0	880.0
ENSSSCT00000069342	protein_coding	1798.0	1360.0	657.0	877.0
ENSSSCT00000075834	protein_coding	1775.0	1342.0	654.0	866.0
ENSSSCT00000068796	protein_coding	752.0	628.0	290.0	348.0
ENSSSCT00000017500	protein_coding	604.0	509.0	258.0	293.0
ENSSSCT00000079888	protein_coding	328.0	339.0	123.0	194.0
ENSSSCT00000057903	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000044343	protein_coding	2.0	2.0	4.0	3.0
ENSSSCT00000058730	protein_coding	4194.0	3315.0	3371.0	3623.0
ENSSSCT00000041028	protein_coding	4194.0	3315.0	3370.0	3622.0
ENSSSCT00000042692	protein_coding	4193.0	3315.0	3371.0	3623.0
ENSSSCT00000082371	protein_coding	0.0	0.0	0.0	1.0
ENSSSCT00000085046	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000018473	protein_coding	438.0	379.0	448.0	351.0
ENSSSCT00000030315	protein_coding	466.0	402.0	476.0	377.0
ENSSSCT00000066744	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000065412	protein_coding	1994.0	1568.0	1821.0	1585.0
ENSSSCT00000050005	protein_coding	351.0	205.0	443.0	415.0
ENSSSCT00000027252	protein_coding	2.0	2.0	2.0	0.0
ENSSSCT00000036531	protein_coding	1269.0	1224.0	1767.0	1184.0
ENSSSCT00000067041	protein_coding	1269.0	1226.0	1767.0	1184.0
ENSSSCT00000091575	protein_coding	1269.0	1224.0	1767.0	1184.0
ENSSSCT00000090091	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000019344	protein_coding	3934.0	3261.0	3917.0	3671.0
ENSSSCT00000072068	protein_coding	3910.0	3241.0	3882.0	3629.0
ENSSSCT00000000067	protein_coding	202.0	166.0	280.0	222.0
ENSSSCT00000086708	protein_coding	1337.0	1011.0	1516.0	1812.0
ENSSSCT00000049320	protein_coding	1343.0	1014.0	1517.0	1815.0
ENSSSCT00000047131	protein_coding	3810.0	2794.0	3339.0	3099.0
ENSSSCT00000077256	protein_coding	3382.0	2570.0	3100.0	2854.0
ENSSSCT00000067699	protein_coding	3114.0	2393.0	2887.0	2616.0
ENSSSCT00000004920	protein_coding	3810.0	2794.0	3339.0	3099.0
ENSSSCT00000085735	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000004060	protein_coding	1872.0	1456.0	1875.0	1589.0
ENSSSCT00000044340	protein_coding	1968.0	1510.0	1960.0	1678.0
ENSSSCT00000091355	protein_coding	1780.0	1333.0	1794.0	1504.0
ENSSSCT00000046673	protein_coding	3181.0	2529.0	3342.0	2892.0
ENSSSCT00000048724	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000013433	protein_coding	939.0	961.0	836.0	705.0
ENSSSCT00000061397	protein_coding	927.0	939.0	825.0	687.0
ENSSSCT00000054154	protein_coding	313.0	242.0	419.0	474.0
ENSSSCT00000065438	protein_coding	1530.0	1329.0	1798.0	1289.0
ENSSSCT00000017010	protein_coding	1700.0	1474.0	2035.0	1433.0
ENSSSCT00000009195	protein_coding	21630.0	17637.0	13137.0	14066.0
ENSSSCT00000050802	protein_coding	21148.0	17254.0	12899.0	13777.0
ENSSSCT00000045674	protein_coding	20819.0	17017.0	12753.0	13636.0
ENSSSCT00000080064	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000053305	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000002857	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000041086	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000000068	protein_coding	29.0	35.0	39.0	26.0
ENSSSCT00000008704	protein_coding	815.0	634.0	1059.0	1077.0
ENSSSCT00000052512	protein_coding	954.0	724.0	1248.0	1302.0
ENSSSCT00000082533	protein_coding	1134.0	827.0	1455.0	1517.0
ENSSSCT00000087079	protein_coding	974.0	728.0	1278.0	1321.0
ENSSSCT00000079794	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000002446	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000013434	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000049192	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000015372	protein_coding	877.0	733.0	961.0	1033.0
ENSSSCT00000070378	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000045971	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000080072	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000016622	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000077943	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000087968	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000039847	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000053660	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000054782	protein_coding	12309.0	10172.0	14020.0	14039.0
ENSSSCT00000019345	protein_coding	12500.0	10300.0	14195.0	14282.0
ENSSSCT00000072628	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000047280	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000027958	protein_coding	730.0	458.0	867.0	668.0
ENSSSCT00000075648	protein_coding	726.0	455.0	853.0	664.0
ENSSSCT00000085661	protein_coding	570.0	387.0	744.0	558.0
ENSSSCT00000081266	protein_coding	653.0	412.0	793.0	618.0
ENSSSCT00000028506	protein_coding	24370.0	20607.0	26773.0	25007.0
ENSSSCT00000008048	protein_coding	2521.0	2007.0	3015.0	3191.0
ENSSSCT00000045203	protein_coding	2540.0	2012.0	3054.0	3161.0
ENSSSCT00000014409	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000042706	protein_coding	10.0	9.0	9.0	10.0
ENSSSCT00000019561	protein_coding	10.0	9.0	9.0	10.0
ENSSSCT00000003736	protein_coding	6.0	9.0	9.0	10.0
ENSSSCT00000036003	protein_coding	27.0	14.0	27.0	54.0
ENSSSCT00000010168	protein_coding	441.0	320.0	437.0	466.0
ENSSSCT00000005974	protein_coding	6.0	3.0	2.0	2.0
ENSSSCT00000073091	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000013435	protein_coding	83.0	64.0	88.0	62.0
ENSSSCT00000077900	protein_coding	539.0	398.0	646.0	694.0
ENSSSCT00000000069	protein_coding	527.0	386.0	631.0	674.0
ENSSSCT00000048703	protein_coding	469.0	359.0	597.0	612.0
ENSSSCT00000017012	protein_coding	1705.0	1293.0	3969.0	2018.0
ENSSSCT00000047720	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000005976	pseudogene	5.0	6.0	14.0	3.0
ENSSSCT00000013847	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000046334	protein_coding	4135.0	3030.0	2861.0	3128.0
ENSSSCT00000070506	protein_coding	4131.0	3028.0	2861.0	3127.0
ENSSSCT00000087527	protein_coding	3687.0	2718.0	2557.0	2765.0
ENSSSCT00000070015	protein_coding	2452.0	1804.0	1685.0	1857.0
ENSSSCT00000012831	protein_coding	853.0	865.0	590.0	588.0
ENSSSCT00000072850	protein_coding	125.0	148.0	126.0	152.0
ENSSSCT00000054061	protein_coding	634.0	306.0	613.0	785.0
ENSSSCT00000074232	protein_coding	1207.0	730.0	1309.0	1702.0
ENSSSCT00000059638	protein_coding	1114.0	689.0	1245.0	1617.0
ENSSSCT00000073043	protein_coding	1070.0	657.0	1182.0	1504.0
ENSSSCT00000024845	protein_coding	279.0	151.0	304.0	427.0
ENSSSCT00000052045	protein_coding	1172.0	1131.0	1238.0	899.0
ENSSSCT00000000586	protein_coding	1181.0	1154.0	1247.0	914.0
ENSSSCT00000022730	protein_coding	1168.0	1147.0	1234.0	907.0
ENSSSCT00000027192	protein_coding	1192.0	1161.0	1249.0	920.0
ENSSSCT00000085715	protein_coding	1442.0	1336.0	1397.0	1046.0
ENSSSCT00000069766	protein_coding	1341.0	1248.0	1297.0	978.0
ENSSSCT00000052773	protein_coding	1316.0	1232.0	1275.0	964.0
ENSSSCT00000059615	protein_coding	1338.0	1248.0	1271.0	974.0
ENSSSCT00000064471	protein_coding	1429.0	1325.0	1385.0	1039.0
ENSSSCT00000075921	protein_coding	1118.0	1093.0	1168.0	862.0
ENSSSCT00000005427	protein_coding	89.0	108.0	92.0	117.0
ENSSSCT00000062871	protein_coding	106.0	126.0	115.0	137.0
ENSSSCT00000041269	protein_coding	104.0	126.0	113.0	137.0
ENSSSCT00000048438	protein_coding	901.0	555.0	1062.0	1202.0
ENSSSCT00000004359	protein_coding	901.0	555.0	1062.0	1203.0
ENSSSCT00000089062	protein_coding	901.0	554.0	1062.0	1200.0
ENSSSCT00000074577	protein_coding	119.0	106.0	196.0	200.0
ENSSSCT00000045994	protein_coding	28660.0	22931.0	26288.0	25215.0
ENSSSCT00000040296	protein_coding	27816.0	22181.0	25542.0	24561.0
ENSSSCT00000055257	protein_coding	21839.0	17992.0	21265.0	20283.0
ENSSSCT00000091221	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000081676	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000042967	protein_coding	7006.0	6179.0	6120.0	4760.0
ENSSSCT00000015373	protein_coding	7012.0	6179.0	6126.0	4760.0
ENSSSCT00000051525	protein_coding	6763.0	5987.0	5928.0	4573.0
ENSSSCT00000048299	protein_coding	7273.0	6416.0	6391.0	4974.0
ENSSSCT00000052645	protein_coding	6490.0	5724.0	5722.0	4454.0
ENSSSCT00000077480	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000013846	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000074882	protein_coding	8.0	0.0	0.0	1.0
ENSSSCT00000004054	protein_coding	10.0	4.0	0.0	1.0
ENSSSCT00000070832	protein_coding	10.0	3.0	0.0	2.0
ENSSSCT00000039932	protein_coding	49.0	46.0	41.0	44.0
ENSSSCT00000013116	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000045127	protein_coding	96.0	80.0	120.0	103.0
ENSSSCT00000018843	protein_coding	7.0	6.0	1.0	4.0
ENSSSCT00000063506	protein_coding	1590.0	1485.0	1532.0	1568.0
ENSSSCT00000052882	protein_coding	2364.0	2135.0	2155.0	2143.0
ENSSSCT00000043330	protein_coding	2309.0	2055.0	2071.0	2058.0
ENSSSCT00000001879	protein_coding	2148.0	1944.0	1981.0	1985.0
ENSSSCT00000013842	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000048427	protein_coding	13.0	10.0	11.0	3.0
ENSSSCT00000085312	protein_coding	29.0	27.0	7.0	17.0
ENSSSCT00000058172	protein_coding	38.0	37.0	11.0	38.0
ENSSSCT00000024843	protein_coding	21.0	24.0	4.0	16.0
ENSSSCT00000058357	protein_coding	26.0	24.0	4.0	20.0
ENSSSCT00000071915	protein_coding	23.0	21.0	4.0	20.0
ENSSSCT00000043171	protein_coding	1251.0	1099.0	868.0	857.0
ENSSSCT00000010113	protein_coding	2205.0	1840.0	1579.0	1578.0
ENSSSCT00000044240	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000050315	protein_coding	96.0	56.0	56.0	83.0
ENSSSCT00000062986	protein_coding	1009.0	907.0	1065.0	1038.0
ENSSSCT00000053639	protein_coding	924.0	835.0	981.0	935.0
ENSSSCT00000051400	protein_coding	1075.0	1023.0	1140.0	1154.0
ENSSSCT00000075457	protein_coding	2.0	1.0	0.0	0.0
ENSSSCT00000059853	protein_coding	12791.0	10265.0	14135.0	13743.0
ENSSSCT00000089436	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000076083	protein_coding	4031.0	3270.0	3476.0	3060.0
ENSSSCT00000038742	protein_coding	3797.0	3036.0	3230.0	2906.0
ENSSSCT00000043331	protein_coding	3266.0	2655.0	2857.0	2573.0
ENSSSCT00000085813	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000029460	protein_coding	247.0	299.0	320.0	226.0
ENSSSCT00000009197	protein_coding	2166.0	1508.0	1824.0	1583.0
ENSSSCT00000075088	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000000070	protein_coding	3751.0	2378.0	4235.0	4346.0
ENSSSCT00000025145	protein_coding	1824.0	1261.0	2037.0	2278.0
ENSSSCT00000055500	protein_coding	1828.0	1264.0	2038.0	2280.0
ENSSSCT00000062544	protein_coding	1840.0	1269.0	2052.0	2315.0
ENSSSCT00000086822	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000051493	protein_coding	2084.0	1756.0	2670.0	2621.0
ENSSSCT00000023223	protein_coding	2091.0	1739.0	2677.0	2588.0
ENSSSCT00000043556	protein_coding	2083.0	1758.0	2684.0	2615.0
ENSSSCT00000072407	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000053437	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000089120	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000047359	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000018844	protein_coding	9552.0	8679.0	5557.0	6321.0
ENSSSCT00000058263	protein_coding	9274.0	8503.0	5426.0	6184.0
ENSSSCT00000046519	protein_coding	9309.0	8437.0	5405.0	6118.0
ENSSSCT00000054238	protein_coding	8263.0	7620.0	4694.0	5359.0
ENSSSCT00000075206	protein_coding	8319.0	7673.0	4727.0	5397.0
ENSSSCT00000070216	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000065552	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000002959	protein_coding	366.0	159.0	400.0	262.0
ENSSSCT00000004055	pseudogene	5.0	2.0	0.0	1.0
ENSSSCT00000052284	protein_coding	2153.0	1748.0	1800.0	1457.0
ENSSSCT00000083819	protein_coding	1546.0	1270.0	1309.0	1019.0
ENSSSCT00000080440	protein_coding	1157.0	975.0	1034.0	765.0
ENSSSCT00000081720	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000040433	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000057467	protein_coding	943.0	744.0	964.0	1047.0
ENSSSCT00000040153	protein_coding	778.0	649.0	783.0	886.0
ENSSSCT00000059152	protein_coding	136.0	109.0	196.0	184.0
ENSSSCT00000046886	protein_coding	136.0	109.0	196.0	184.0
ENSSSCT00000008291	protein_coding	62.0	41.0	126.0	84.0
ENSSSCT00000074236	protein_coding	5562.0	4966.0	5834.0	5131.0
ENSSSCT00000074500	protein_coding	4973.0	4402.0	5224.0	4633.0
ENSSSCT00000004922	protein_coding	5276.0	4713.0	5539.0	4871.0
ENSSSCT00000017013	protein_coding	76.0	73.0	64.0	76.0
ENSSSCT00000086464	protein_coding	99.0	63.0	76.0	92.0
ENSSSCT00000062169	protein_coding	81.0	77.0	66.0	79.0
ENSSSCT00000057678	protein_coding	77.0	67.0	59.0	69.0
ENSSSCT00000013066	protein_coding	1997.0	1603.0	2194.0	1763.0
ENSSSCT00000039928	protein_coding	2994.0	2669.0	2705.0	2674.0
ENSSSCT00000030759	protein_coding	2882.0	2550.0	2607.0	2582.0
ENSSSCT00000023550	protein_coding	2828.0	2510.0	2515.0	2483.0
ENSSSCT00000018469	protein_coding	2958.0	2638.0	2677.0	2640.0
ENSSSCT00000013829	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000051167	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000039011	protein_coding	20.0	0.0	7.0	2.0
ENSSSCT00000071943	protein_coding	1563.0	1313.0	1757.0	1344.0
ENSSSCT00000012740	protein_coding	1662.0	1407.0	1883.0	1435.0
ENSSSCT00000089290	protein_coding	1358.0	1143.0	1582.0	1249.0
ENSSSCT00000006581	protein_coding	83.0	47.0	80.0	93.0
ENSSSCT00000034473	protein_coding	464.0	259.0	372.0	331.0
ENSSSCT00000084803	protein_coding	104.0	69.0	123.0	114.0
ENSSSCT00000085952	protein_coding	71.0	38.0	79.0	58.0
ENSSSCT00000091540	protein_coding	845.0	610.0	988.0	864.0
ENSSSCT00000082575	protein_coding	933.0	662.0	1083.0	952.0
ENSSSCT00000048293	protein_coding	747.0	548.0	886.0	780.0
ENSSSCT00000065091	protein_coding	764.0	551.0	899.0	812.0
ENSSSCT00000051249	protein_coding	776.0	558.0	901.0	822.0
ENSSSCT00000071858	protein_coding	715.0	518.0	851.0	779.0
ENSSSCT00000010177	protein_coding	707.0	499.0	822.0	778.0
ENSSSCT00000056893	protein_coding	767.0	553.0	900.0	817.0
ENSSSCT00000054213	protein_coding	728.0	523.0	853.0	764.0
ENSSSCT00000022711	protein_coding	761.0	548.0	897.0	799.0
ENSSSCT00000059660	protein_coding	494.0	454.0	385.0	349.0
ENSSSCT00000058693	protein_coding	286.0	274.0	228.0	199.0
ENSSSCT00000079180	protein_coding	257.0	249.0	202.0	173.0
ENSSSCT00000040066	protein_coding	674.0	655.0	583.0	544.0
ENSSSCT00000025475	protein_coding	597.0	597.0	533.0	463.0
ENSSSCT00000027139	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000072008	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000089801	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000061916	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000017851	protein_coding	5436.0	4820.0	2979.0	3236.0
ENSSSCT00000017803	protein_coding	1157.0	798.0	1494.0	1402.0
ENSSSCT00000069116	pseudogene	1.0	8.0	2.0	0.0
ENSSSCT00000015854	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000075013	protein_coding	167.0	141.0	314.0	239.0
ENSSSCT00000008292	protein_coding	167.0	139.0	314.0	239.0
ENSSSCT00000044016	protein_coding	577.0	291.0	528.0	607.0
ENSSSCT00000002957	protein_coding	492.0	242.0	507.0	536.0
ENSSSCT00000040743	protein_coding	473.0	226.0	480.0	496.0
ENSSSCT00000065927	protein_coding	382.0	234.0	368.0	334.0
